iter	Passed	Remaining
4777	59778	2777
4778	59789	2764
4779	59799	2752
4780	59809	2739
4781	59818	2726
4782	59830	2714
4783	59842	2701
4784	59854	2689
4785	59866	2676
4786	59880	2664
4787	59893	2651
4788	59906	2639
4789	59917	2626
4790	59929	2614
4791	59942	2601
4792	59954	2589
4793	59965	2576
4794	59978	2564
4795	59992	2551
4796	60005	2539
4797	60018	2526
4798	60031	2514
4799	60044	2501
4800	60058	2489
4801	60077	2477
4802	60090	2464
4803	60104	2452
4804	60116	2439
4805	60128	2427
4806	60140	2414
4807	60153	2402
4808	60164	2389
4809	60176	2377
4810	60190	2364
4811	60203	2352
4812	60216	2339
4813	60229	2327
4814	60243	2314
4815	60256	2302
4816	60270	2289
4817	60283	2277
4818	60297	2264
4819	60310	2252
4820	60324	2239
4821	60337	2227
4822	60350	2214
4823	60365	2202
4824	60378	2189
4825	60397	2177
4826	60414	2165
4827	60430	2152
4828	60446	2140
4829	60463	2128
4830	60480	2115
4831	60491	2103
4832	60500	2090
4833	60509	2077
4834	60518	2065
4835	60531	2052
4836	60542	2040
4837	60555	2027
4838	60568	2015
4839	60582	2002
4840	60595	1990
4841	60607	1977
4842	60620	1965
4843	60631	1952
4844	60642	1940
4845	60654	1927
4846	60664	1914
4847	60679	1902
4848	60700	1890
4849	60712	1877
4850	60725	1865
4851	60736	1852
4852	60747	1840
4853	60757	1827
4854	60765	1814
4855	60773	1802
4856	60781	1789
4857	60789	1776
4858	60796	1764
4859	60804	1751
4860	60813	1738
4861	60821	1726
4862	60829	1713
4863	60838	1701
4864	60848	1688
4865	60858	1675
4866	60867	1663
4867	60876	1650
4868	60887	1638
4869	60897	1625
4870	60906	1612
4871	60915	1600
4872	60925	1587
4873	60936	1575
4874	60947	1562
4875	60957	1550
4876	60967	1537
4877	60975	1525
4878	60984	1512
4879	60992	1499
4880	61001	1487
4881	61009	1474
4882	61017	1462
4883	61025	1449
4884	61034	1436
4885	61042	1424
4886	61051	1411
4887	61059	1399
4888	61068	1386
4889	61077	1373
4890	61085	1361
4891	61093	1348
4892	61101	1336
4893	61110	1323
4894	61122	1311
4895	61132	1298
4896	61141	1286
4897	61151	1273
4898	61162	1260
4899	61173	1248
4900	61187	1235
4901	61200	1223
4902	61213	1211
4903	61226	1198
4904	61240	1186
4905	61253	1173
4906	61267	1161
4907	61280	1148
4908	61292	1136
4909	61305	1123
4910	61319	1111
4911	61332	1098
4912	61345	1086
4913	61360	1073
4914	61376	1061
4915	61392	1049
4916	61408	1036
4917	61425	1024
4918	61441	1011
4919	61458	999
4920	61474	986
4921	61490	974
4922	61506	962
4923	61520	949
4924	61535	937
4925	61549	924
4926	61562	912
4927	61575	899
4928	61587	887
4929	61596	874
4930	61608	862
4931	61621	849
4932	61635	837
4933	61647	824
4934	61661	812
4935	61674	799
4936	61688	787
4937	61702	774
4938	61716	762
4939	61730	749
4940	61744	737
4941	61762	724
4942	61775	712
4943	61789	699
4944	61803	687
4945	61817	674
4946	61831	662
4947	61844	649
4948	61857	637
4949	61871	624
4950	61884	612
4951	61898	599
4952	61912	587
4953	61924	574
4954	61938	562
4955	61952	550
4956	61965	537
4957	61981	525
4958	61995	512
4959	62010	500
4960	62026	487
4961	62043	475
4962	62060	462
4963	62076	450
4964	62090	437
4965	62105	425
4966	62120	412
4967	62134	400
4968	62147	387
4969	62163	375
4970	62177	362
4971	62190	350
4972	62203	337
4973	62217	325
4974	62231	312
4975	62248	300
4976	62263	287
4977	62278	275
4978	62292	262
4979	62303	250
4980	62318	237
4981	62331	225
4982	62345	212
4983	62361	200
4984	62377	187
4985	62392	175
4986	62407	162
4987	62422	150
4988	62436	137
4989	62447	125
4990	62461	112
4991	62474	100
4992	62487	87
4993	62501	75
4994	62515	62
4995	62529	50
4996	62542	37
4997	62555	25
4998	62568	12
4999	62581	0
